abhorrent,令人憎恶的
abhorrent,可恶
abhor,痛恨
resent,愤慨
detest,深恶痛绝
detest,憎恨
grudge,恩怨
disgust,厌恶
hatred,憎恨
hatred,仇恨
aversion,厌恶
grievance,不满
complaint,抱怨
sick,厌恶的
sick,生病
hideous,骇人听闻的
hideous,狰狞
loathe,厌恶
loath,不愿意的
loath,厌恶
suspect,怀疑
doubt,怀疑
hesitate,犹豫
hesitate,迟疑
demur,踌躇
demur,提出异议
flounder,踌躇
flounder,比目鱼
scruple,踌躇
scruple,顾忌
halt,踌躇
halt,停止
poise,犹疑
misgiving,疑虑
incredulity,怀疑
fishy,值得怀疑的
fishy,鱼腥味
suspicious,怀疑
suspicious,可疑的
skeptical,怀疑的
dubious,半信半疑的
forlorn,遗弃的
forlorn,绝望的
contrite,痛悔的
desperate,绝望
desperate,不顾一切
begrudge,嫉妒
begrudge,羡慕
flatter,阿谀
flatter,奉承
profane,亵渎的
indifferent,冷漠的
jealous,猜疑的
jealous,嫉妒的
hail,欢呼
zest,热情
zealous,热心的
zeal,热心
enthusiasm,热情
readily,愿意的
readily,很容易
devoted,热心的
devoted,致力于
avid,狂热的
impassioned,热烈的
eager,热心的
eager,渴望
ardent,热心的
ardor,热情
energetic,积极的
energetic,有活力
positive,积极的
hospitable,好客的
vigorous,朝气蓬勃的
vigorous,轰轰烈烈
vigorous,苍劲
passionate,多情的
passionate,热情的
lovelorn,失恋的
emotive,感动的
emotive,感情的
sentimental,感伤的
nostalgia,乡愁
nostalgia,怀旧之情
emotional,情感的
affectionate,亲切的
affectionate,深情的
affection,慈爱
affection,友爱
cherish,珍爱
impassive,无动于衷
impassive,冷漠的
touching,动人的
court,追求
court,法庭
yen,渴望
yen,热望
yen,日元
mean,意味着
realize,实现
crave,渴望的
long,渴望
hunger,渴望
aspiration,渴望
aspiration,心愿
aspire,热望
desirable,如意的
desirable,理想的
desirous,渴望的
desire,渴望
desire,欲望
solicitous,焦虑的
solicitous,渴望的
solicitous,殷勤
gratify,使高兴
satiate,使满足
content,满足的
satisfactory,令人满意的
relieved,松了一口气
relieved,安心
fanaticism,盲信
fanaticism,狂热
fanatic,狂热分子
fanatic,狂热的
frenzy,狂热
mania,癫狂
mania,躁狂症
radically,激进地
radically,根本上
radical,激进的
crazy,疯狂的
insane,癫狂
insane,疯狂的
