temperate,温带的
temperate,温和的
tropics,回归线
tropics,热带
tropical,热带的
topography,地形学
terrain,地形
geothermy,地热
formation,形成
formation,构成
elevation,海拔
elevation,正面图
elevation,高地
sediment,沉积物
salinity,盐度
ranges,量程
ranges,范围
navigation,航海
basin,盆地
volcano,火山
valley,山谷
channel,沟渠
channel,海峡
strait,地峡
strait,海峡
plain,草原
plain,平原
lowland,低地的
lowland,低地
horizon,地平线
geography,地理
contour,海岸线
contour,轮廓
hemisphere,半球
coastland,沿海
Arctic,北极区的
Arctic,北极的
Antarctic,南极的
Antarctica,南极洲
subsidiary,支流
subsidiary,子公司
meridian,子午线
latitude,纬度
altitude,海拔
longitude,经度
equator,赤道
zone,地带
gap,裂口
crevice,裂缝
flaw,裂纹
flaw,缺陷
cavern,山洞
cavern,大地洞
subterranean,地下
subterrane,地下
cosmopolitan,国际化的
cosmopolitan,世界性
endemic,地方性的
region,领域
outskirt,郊外
outskirt,郊区
terrestrial,领土的
continent,大陆
ebb,落潮
tide,潮汐
oasis,绿洲
ledge,暗礁
moist,多雨的
moist,润湿
maritime,海上
marine,近海的
marine,海的
marine,陆战队
islet,小岛
peninsula,半岛
island,安全岛
island,岛状物
island,岛
insular,海岛
