resident,常驻的
resident,居住的
resident,居民的
reside,居住
nurture,培育
scorch,烧焦
inhabit,栖息于
inhabit,居住于
tease,取笑
tease,挑逗
baby-sit,看管（婴儿）
dwell,居住
sojourn,寄居
sojourn,逗留
slag,渣
slag,矿渣
regimen,养生
outing,郊游
baggage,行李
singe,烧焦
nostalgia,思乡
nostalgia,怀旧之情
sustenance,生计
hurdle,篱笆
trash,垃圾
rubbish,垃圾
furniture,家具
scale,规模
idyllic,田园诗般
domestic,国内的
domestic,国内
mill,球磨机
mill,磨
concrete,混凝土
concrete,具体
hoist,升起
hoist,起重机
hoist,卷扬机
conserve,贮藏
manufacture,制造
fabricate,制造
convey,运输
construct,构造
construct,建设
manipulate,操作
manipulate,操纵
raise,养殖
erect,建设
behave,表现
load,负载
release,发行
axis,轴
pivot,轴
pivot,枢纽
cement,水泥
equipment,设备
device,装置
device,设备
monitor,班长
monitor,监视
monitor,监听
monitor,监控
fixture,固定装置
gear,齿轮
mine,采矿
mine,矿
outfit,装备
outfit,配备
textile,纺织的
textile,纺织品
instrumental,器械的
instrumental,仪器的
instrument,仪器
practical,实践的
practical,实用的
industrial,工业的
spring,跳跃
sway,摇摆
sprawl,伸开手脚
flush,脸红
clutch,抓住
clutch,离合器
slap,击掌
slap,拍
heave,拖
heave,举起
embrace,拥抱
jolt,摇晃
jolt,颠簸
shake,摇
haul,拖拽
haul,拖运
drag,拖动
shove,推挤
dart,投掷
dart,飞镖
plunge,投入
dab,轻拍
spew,呕吐
gnaw,啃
thrust,力推
stride,跨越
grab,抓
grab,攫取
uphold,支撑
uphold,举起
recoil,退缩
recoil,后退
recoil,后坐力
sigh,叹息
limp,蹒跚
limp,跛行
creep,蹑手蹑脚
creep,爬
gaze,凝视
slump,萧条
slump,暴跌
depart,出发
depart,离开
glide,溜走
glide,滑动
tremble,发抖
trample,蹂躏
trample,践踏
erect,直立
blink,眨眼
bow,屈服
bow,弯腰
leap,跳跃
leap,飞跃
face,面对
hurl,用力投掷
fasten,系上
fasten,扣上
trudge,费劲地走
trudge,长途跋涉
stagger,蹒跚
flip,弹
flip,翻滚
chuckle,咯咯笑
chuckle,暗笑
jerk,抽搐
jerk,急拉
grasp,抓紧
posture,姿势
grip,紧握
glaring,瞪眼的
glaring,怒视
entertain,娱乐
entertain,招待
celebrate,庆祝
unveil,开幕
unveil,揭幕
ceremonious,恭敬的
ceremonious,正式的
ceremonious,隆重的
ceremonial,正式的
ceremonial,仪式
ceremony,仪式
bidding,邀请
bidding,招标
banquet,盛会
banquet,宴会
decorum,礼仪
etiquette,礼仪
reception,接待
reception,招待会
conference,讨论会
conference,会议
session,会议
formal,礼仪上的
formal,正式的
aura,气氛
aura,光环
hilarity,欢闹
sullen,阴沉的
hilarious,热闹的
