lens,镜头
lens,透镜
magnifier,放大器
magnifier,放大镜
wavelength,波长
spectrum,光谱
ray,光线
ray,射线
optical,光学的
optics,光学
optical,视力的
optical,视力
translucent,半透明
opaque,不透明
transparent,透明
acceleration,加速度
accelerate,加速
current,（液体、气体的）流
force,力
dynamics,动力学
velocity,速率
velocity,速度
relativity,相对论
relativity,相对性
statics,静力学
oscillation,振荡
gravitation,万有引力
mechanics,结构
mechanics,技巧
mechanics,机械学
microwave,微波
ultraviolet,紫外线
transistor,晶体管
semiconductor,半导体
magnetism,磁性
magnetism,磁
magnet,磁体
magnet,磁铁
insulator,绝热器
insulator,绝缘体
conductor,导体
chip,芯片
battery,电池
amplifier,放大器
amplifier,扩音器
electronics,电子学
electronic,电子的
charge,充电
charge,电荷
band,波段
acoustic,音响的
sonar,回声定位仪
sonar,声纳
ultrasonics,超声学
resonance,回声
echo,回音
echo,回声
resonance,谐振
resonance,共鸣
chafe,擦热
chafe,摩擦
attrition,磨损
attrition,摩擦
friction,摩擦
thermodynamics,热力学
evaporation,蒸发
evaporate,蒸发
ventilation,通风
foam,泡沫
declivity,斜面
dehydrate,脱水
dilute,冲淡
dilute,稀释
liquid,液体
density,密度
equilibrium,平衡
clutter,混乱
clutter,杂乱的
chaos,混乱
distillation,蒸馏
sublimate,升华
clot,凝块
centigrade,摄氏
thaw,融解
thaw,融化
thaw,解冻
temperature,温度
thermometer,温度计
fusion,聚变
physics,物理
nuclear,原子的
atom,原子
proton,质子
nucleus,核子
neutron,中子
electron,电子
ion,离子
molecule,分子
radiate,射出
radiate,辐射
eject,逐出
eject,喷出
constitute,组成
constitute,构成
transpire,泄漏
transpire,发散
emit,发出
emit,发射
diffuse,扩散
diffuse,传播
shrink,收缩
discharge,排出
vibration,震动
quiver,震动
jar,震动
jar,罐
quiver,颤抖
expedite,加速
expedite,促进
precipitate,向下投掷
precipitate,沉淀
decelerate,减速
release,释放
impetus,推动力
gravity,重力
pressure,压力
mechanics,力学
cohesion,结合
cohesion,附着力
cohesion,凝聚力
elasticity,弹性
dimension,维
dimension,尺度
constituent,成分
brink,边缘
rim,边缘
edge,边缘
brim,（杯，碗的）边
bulk,容积
horizontal,水平的
cohesive,凝聚力的
endless,无尽的
boundless,无限的
boundary,边界
compatible,兼容的
